game_id,league_id,home_team,away_team,attendance,date,time,game_type,played,dh,innings,runs0,runs1,hits0,hits1,errors0,errors1,winning_pitcher,losing_pitcher,save_pitcher,starter0,starter1
266,100,2,10,36263,"2028-9-2",1905,0,1,0,9,6,8,11,8,0,0,358,526,56,368,442
267,100,25,1,16265,"2028-9-2",1905,0,1,0,9,7,1,11,10,0,0,208,22,0,208,22
268,100,9,24,40467,"2028-9-2",1905,0,1,0,9,9,3,10,6,0,1,501,45,0,360,45
269,100,1,3,40341,"2028-9-5",1905,0,1,0,9,8,6,12,11,0,0,394,423,445,329,525
270,100,24,2,17360,"2028-9-5",1905,0,1,0,9,8,4,9,10,1,1,453,399,336,453,399
271,100,9,11,40388,"2028-9-5",1905,0,1,0,9,13,4,19,6,0,2,76,145,0,76,145
272,100,10,25,38719,"2028-9-5",1905,0,1,0,9,2,3,14,6,0,0,174,335,504,335,174
273,100,1,3,40342,"2028-9-6",1905,0,1,0,9,2,5,2,8,0,0,18,457,479,457,18
274,100,24,2,17321,"2028-9-6",1905,0,1,0,9,7,6,11,6,0,0,77,62,336,77,62
275,100,9,11,40371,"2028-9-6",1905,0,1,0,9,2,7,10,11,0,0,126,446,0,446,126
276,100,10,25,38716,"2028-9-6",1905,0,1,0,9,1,2,5,8,0,1,458,138,504,481,12
277,100,1,3,40284,"2028-9-7",1905,0,1,0,9,8,7,13,11,1,3,402,479,0,465,17
278,100,24,2,17339,"2028-9-7",1905,0,1,0,9,3,1,7,6,0,1,27,200,56,27,200
279,100,9,11,40664,"2028-9-7",1905,0,1,0,9,2,6,8,9,1,1,16,401,0,401,16
280,100,10,25,38592,"2028-9-7",1905,0,1,0,9,4,5,8,6,1,0,227,488,526,488,227
281,100,1,3,40093,"2028-9-8",1905,0,1,0,9,5,6,5,12,0,0,208,456,423,456,208
282,100,1,24,40203,"2028-9-10",1905,0,1,0,9,7,1,11,6,0,0,360,525,0,360,525
283,100,2,3,35936,"2028-9-10",1905,0,1,0,9,1,3,4,7,2,1,337,329,0,329,442
284,100,11,10,38028,"2028-9-10",1905,0,1,0,9,17,8,19,11,0,2,368,396,0,368,396
285,100,25,9,16316,"2028-9-10",1905,0,1,0,9,7,3,11,7,0,0,45,22,0,45,22
286,100,1,24,40080,"2028-9-11",1905,0,1,0,9,1,6,4,11,0,0,18,399,0,399,18
287,100,2,3,36010,"2028-9-11",1905,0,1,0,9,4,7,9,10,1,0,56,69,0,457,453
288,100,11,10,37649,"2028-9-11",1905,0,1,0,9,6,1,9,6,0,1,174,76,0,174,76
289,100,25,9,16041,"2028-9-11",1905,0,1,0,9,7,3,10,6,0,0,145,499,223,145,335
290,100,1,24,39971,"2028-9-12",1905,0,1,0,9,3,5,7,9,1,1,17,62,311,62,17
291,100,2,3,36141,"2028-9-12",1905,0,1,0,9,0,2,3,4,1,0,77,465,56,465,77
292,100,11,10,37664,"2028-9-12",1905,0,1,0,9,4,2,5,10,0,1,12,446,504,12,446
293,100,25,9,16002,"2028-9-12",1905,0,1,0,9,11,8,10,10,1,0,126,481,223,126,481
294,100,1,24,40040,"2028-9-13",1905,0,1,0,9,5,6,12,7,1,1,423,192,0,200,208
295,100,2,3,35942,"2028-9-13",1905,0,1,0,9,1,10,6,9,0,0,27,456,0,456,27
296,100,10,24,38706,"2028-9-15",1905,0,1,0,9,3,6,8,10,2,1,227,360,458,360,227
297,100,2,11,36164,"2028-9-15",1905,0,1,0,9,6,5,12,8,0,0,401,337,467,401,442
298,100,25,3,16046,"2028-9-15",1905,0,1,0,9,0,1,9,5,2,0,315,329,506,329,315
299,100,9,1,40472,"2028-9-15",1905,0,1,0,9,6,13,11,18,0,1,165,479,0,525,16
300,100,10,24,38582,"2028-9-16",1905,0,1,0,9,4,9,8,10,0,0,368,399,0,399,368
301,100,2,11,36031,"2028-9-16",1905,0,1,0,9,13,9,13,13,0,1,396,453,0,396,453
302,101,16,19,13698,"2028-5-16",1905,0,1,0,9,0,3,8,6,0,2,542,552,533,503,529
303,101,18,17,14370,"2028-5-16",1905,0,1,0,9,7,2,11,10,0,1,544,538,0,544,538
304,101,16,19,13715,"2028-5-17",1905,0,1,0,9,3,5,11,10,0,0,545,573,533,573,545
305,101,18,17,14357,"2028-5-17",1905,0,1,0,9,5,2,8,12,0,1,549,548,500,549,548
306,101,16,19,13698,"2028-5-18",1905,0,1,0,13,4,5,9,15,1,1,494,403,0,493,534
307,101,18,17,14328,"2028-5-18",1905,0,1,0,9,3,5,10,14,1,0,577,486,574,556,559
308,101,16,19,13719,"2028-5-19",1905,0,1,0,9,14,3,16,11,0,2,332,570,0,503,570
309,101,18,17,14449,"2028-5-19",1905,0,1,0,9,4,6,11,13,0,1,363,544,144,544,538
310,101,18,19,14328,"2028-5-21",1905,0,1,0,9,19,5,25,8,0,1,573,548,0,573,548
311,101,16,17,13655,"2028-5-22",1905,0,1,0,9,7,12,16,15,3,0,529,549,533,549,529
312,101,18,19,14336,"2028-5-22",1905,0,1,0,9,7,6,16,9,1,0,332,575,552,493,559
313,101,16,17,13725,"2028-5-23",1905,0,1,0,9,2,9,4,9,1,1,545,556,0,556,545
314,101,18,19,14356,"2028-5-23",1905,0,1,0,9,5,6,15,15,0,0,574,546,0,503,538
315,101,16,17,13705,"2028-5-24",1905,0,1,0,9,0,2,5,9,1,0,534,544,533,544,534
316,101,18,19,14300,"2028-5-24",1905,0,1,0,9,6,8,13,16,0,1,363,573,0,573,548
317,101,19,16,14351,"2028-5-26",1905,0,1,0,9,4,14,11,16,1,1,397,570,0,570,493
318,101,19,16,14137,"2028-5-27",1905,0,1,0,9,6,5,13,8,2,0,542,580,533,529,503
319,101,17,18,13979,"2028-5-27",1905,0,1,0,9,6,8,16,13,0,1,549,559,505,559,549
320,101,19,16,14287,"2028-5-28",1905,0,1,0,10,5,4,13,8,0,0,542,580,533,545,573
321,101,17,18,13927,"2028-5-28",1905,0,1,0,9,4,2,8,13,0,0,575,566,574,538,556
322,101,17,18,13931,"2028-5-29",1905,0,1,0,9,1,6,4,14,3,0,544,548,500,548,544
323,101,18,16,14398,"2028-5-31",1905,0,1,0,9,3,4,8,9,1,2,577,533,0,534,559
324,101,17,19,14036,"2028-5-31",1905,0,1,0,9,2,4,11,10,1,0,549,493,500,493,549
325,101,18,16,14389,"2028-6-1",1905,0,1,0,9,10,6,9,11,0,3,570,363,542,570,538
326,101,17,19,13972,"2028-6-1",1905,0,1,0,9,1,3,11,7,0,0,566,503,505,503,556
327,101,18,16,14294,"2028-6-2",1905,0,1,0,9,1,4,8,9,0,2,548,529,574,529,548
328,101,17,19,13887,"2028-6-2",1905,0,1,0,10,8,3,13,13,2,0,580,566,546,573,544
329,101,18,16,14451,"2028-6-3",1905,0,1,0,11,4,3,10,10,3,2,533,489,395,545,559
330,101,18,19,14430,"2028-6-5",1905,0,1,0,9,5,1,11,5,2,0,493,538,552,493,538
331,101,17,16,13970,"2028-6-5",1905,0,1,0,9,0,5,2,7,1,0,549,534,0,534,549
332,101,18,19,14391,"2028-6-6",1905,0,1,0,9,2,4,7,9,2,1,363,503,577,503,548
333,101,17,16,13907,"2028-6-6",1905,0,1,0,9,5,7,10,9,0,1,486,570,500,570,556
334,101,18,19,14352,"2028-6-7",1905,0,1,0,9,14,3,18,8,1,2,573,559,397,573,559
335,101,17,16,13953,"2028-6-7",1905,0,1,0,9,11,6,13,11,0,0,529,544,494,529,544
336,101,18,19,14381,"2028-6-8",1905,0,1,0,10,7,6,5,14,1,2,580,574,552,493,538
337,101,17,16,13973,"2028-6-8",1905,0,1,0,9,4,3,10,12,1,1,498,500,533,545,549
338,101,19,17,14384,"2028-6-10",1905,0,1,0,9,1,0,7,7,0,1,556,503,505,556,503
339,101,16,18,13649,"2028-6-11",1905,0,1,0,9,4,5,12,11,0,0,534,575,533,548,534
340,101,19,17,14311,"2028-6-11",1905,0,1,0,9,4,3,15,7,0,1,505,546,500,544,573
341,101,16,18,13676,"2028-6-12",1905,0,1,0,9,4,5,9,8,0,1,542,577,533,559,570
342,101,19,17,14178,"2028-6-12",1905,0,1,0,9,9,8,16,13,0,2,549,493,500,549,493
343,101,16,18,13605,"2028-6-13",1905,0,1,0,9,11,1,19,2,3,0,538,529,363,538,529
344,101,16,17,13744,"2028-6-16",1905,0,1,0,9,9,1,13,3,0,2,556,545,0,556,545
345,101,19,18,14406,"2028-6-16",1905,0,1,0,9,3,1,13,14,1,0,548,503,574,548,503
346,101,16,17,13751,"2028-6-17",1905,0,1,0,9,1,7,4,13,0,0,534,544,0,544,534
347,101,19,18,14339,"2028-6-17",1905,0,1,0,9,4,2,8,4,1,1,559,573,577,559,573
348,101,16,17,13634,"2028-6-18",1905,0,1,0,9,12,7,15,11,2,3,528,570,0,549,570
349,101,19,18,14296,"2028-6-18",1905,0,1,0,9,1,3,7,7,1,0,580,577,0,538,493
350,101,17,16,13912,"2028-6-20",1905,0,1,0,11,3,2,11,8,2,2,533,505,498,529,556
351,101,18,19,14331,"2028-6-20",1905,0,1,0,9,2,3,12,6,1,1,574,552,0,503,548
352,101,17,16,13911,"2028-6-21",1905,0,1,0,9,3,7,8,13,1,0,544,545,500,545,544
353,101,18,19,14413,"2028-6-21",1905,0,1,0,9,8,11,21,19,0,0,480,573,574,573,559
354,101,17,16,13919,"2028-6-22",1905,0,1,0,9,9,2,12,8,0,0,534,549,0,534,549
355,101,18,19,14465,"2028-6-22",1905,0,1,0,9,5,3,12,13,1,0,403,577,546,493,538
356,101,17,16,13893,"2028-6-23",1905,0,1,0,9,4,1,8,6,0,1,570,556,533,570,556
357,101,19,17,14303,"2028-6-26",1905,0,1,0,9,5,7,9,8,1,1,503,544,580,544,503
358,101,18,16,14342,"2028-6-26",1905,0,1,0,9,2,6,8,12,2,1,548,529,575,529,548
359,101,19,17,14435,"2028-6-27",1905,0,1,0,12,8,4,13,16,1,2,566,403,0,549,573
360,101,18,16,14367,"2028-6-27",1905,0,1,0,9,5,4,9,12,1,0,545,575,533,545,559
361,101,19,17,14557,"2028-6-28",1905,0,1,0,9,9,7,14,14,0,1,486,388,500,556,493
362,101,18,16,14408,"2028-6-28",1905,0,1,0,9,8,2,15,7,0,1,534,538,395,534,538
363,101,16,19,13713,"2028-6-30",1905,0,1,0,9,2,10,10,13,1,3,570,503,0,503,570
364,101,16,19,13617,"2028-7-1",1905,0,1,0,9,1,2,4,12,0,0,533,580,0,573,529
365,101,18,17,14352,"2028-7-1",1905,0,1,0,9,5,2,12,12,0,0,544,548,500,544,548
366,101,16,19,13720,"2028-7-2",1905,0,1,0,9,4,9,10,13,1,0,545,493,0,493,545
367,101,18,17,14412,"2028-7-2",1905,0,1,0,14,4,5,11,14,1,2,144,5,0,549,559
368,101,16,19,13647,"2028-7-3",1905,0,1,0,9,7,1,12,2,1,0,397,534,0,503,534
369,101,18,17,14316,"2028-7-3",1905,0,1,0,9,5,8,8,11,1,0,538,556,574,556,538
370,101,16,18,13726,"2028-7-5",1905,0,1,0,9,9,1,10,7,0,0,548,570,363,548,570
371,101,16,18,13654,"2028-7-6",1905,0,1,0,9,4,9,10,13,1,0,529,559,0,559,529
372,101,17,19,14060,"2028-7-6",1905,0,1,0,9,5,6,9,11,2,2,505,580,0,573,544
373,101,16,18,13655,"2028-7-7",1905,0,1,0,9,3,5,11,5,0,1,545,538,533,538,545
374,101,17,19,14057,"2028-7-7",1905,0,1,0,9,2,7,5,7,1,1,549,493,0,493,549
375,101,16,18,13690,"2028-7-8",1905,0,1,0,9,9,6,12,6,1,2,480,534,0,548,534
376,101,17,19,14100,"2028-7-8",1905,0,1,0,9,5,7,14,13,0,1,556,503,500,503,556
377,101,17,19,14040,"2028-7-9",1905,0,1,0,9,6,7,10,13,0,0,584,573,505,573,544
378,101,19,18,14503,"2028-7-11",1905,0,1,0,9,5,2,17,7,1,0,559,493,575,559,493
379,101,17,16,14086,"2028-7-11",1905,0,1,0,9,2,3,7,7,0,1,5,570,505,570,549
380,101,19,18,14431,"2028-7-12",1905,0,1,0,9,0,11,7,13,1,1,503,538,0,538,503
381,101,17,16,14142,"2028-7-12",1905,0,1,0,9,2,6,6,13,3,0,556,529,566,529,556
382,1000,13,14,30022,"2020-1-1",1405,5,1,0,9,3,0,7,4,1,0,208,211,0,208,211
383,1000,15,12,30021,"2020-1-1",1405,5,1,0,9,5,1,10,7,0,1,227,207,195,227,207
384,1000,14,13,30233,"2020-1-2",1905,5,1,0,9,10,2,13,6,0,1,203,76,0,203,76
385,1000,12,15,30094,"2020-1-2",1905,5,1,0,9,9,6,12,7,0,0,198,200,0,198,200
386,1000,14,12,29992,"2020-1-3",1905,5,1,0,9,3,5,9,10,0,2,213,56,174,77,197
387,1000,15,13,30302,"2020-1-3",1905,5,1,0,9,5,4,7,6,0,0,229,132,62,229,132
388,1000,12,14,30237,"2020-1-5",1905,5,1,0,11,2,3,10,12,1,1,172,174,0,223,126
389,1000,15,13,30262,"2020-1-5",1905,5,1,0,9,3,5,12,3,1,0,226,85,165,85,226
390,1000,13,14,30089,"2020-1-6",1905,5,1,0,9,1,4,7,9,0,1,211,208,62,208,211
391,1000,12,15,30294,"2020-1-6",1905,5,1,0,9,8,1,11,3,1,0,207,227,0,207,227
392,1000,14,15,30332,"2020-1-7",1905,5,1,0,9,3,4,10,6,2,1,213,192,174,198,76
393,1000,13,12,30230,"2020-1-7",1905,5,1,0,9,5,7,11,11,0,1,203,200,62,200,203
394,1000,13,14,30321,"2020-1-8",1905,5,1,0,9,6,7,9,12,0,0,45,90,62,197,229
395,1000,12,15,29983,"2020-1-8",1905,5,1,0,11,3,4,11,6,0,0,195,165,0,132,77
396,1000,12,14,30500,"2020-1-9",1905,5,1,0,12,6,7,14,14,1,1,172,174,0,223,126
397,1000,15,13,30017,"2020-1-9",1905,5,1,0,9,3,0,8,2,1,1,85,226,219,85,226
398,1000,12,14,30339,"2020-1-10",1905,5,1,0,9,5,4,13,9,0,1,208,56,57,208,227
399,1000,15,13,30074,"2020-1-10",1905,5,1,0,9,4,2,6,7,0,0,211,207,62,211,207
400,1000,14,13,30056,"2020-1-12",1905,5,1,0,9,6,0,5,6,0,1,203,76,0,203,76
401,1000,12,15,30053,"2020-1-12",1905,5,1,0,14,4,3,11,10,0,0,218,46,0,198,200
402,1000,15,14,30438,"2020-1-13",1905,5,1,0,9,10,4,13,8,1,2,213,132,0,197,132
403,1000,12,13,30310,"2020-1-13",1905,5,1,0,9,4,5,8,13,0,0,77,215,56,229,77
404,1000,13,14,30171,"2020-1-14",1905,5,1,0,9,10,7,13,10,2,0,223,85,174,223,85
405,1000,12,15,30219,"2020-1-14",1905,5,1,0,9,2,8,9,12,1,0,126,226,0,226,126
406,1000,14,15,29954,"2020-1-15",1905,5,1,0,9,2,3,8,9,0,1,208,207,174,207,208
407,1000,12,13,30056,"2020-1-15",1905,5,1,0,9,9,1,14,5,2,1,211,227,219,211,227
408,1000,14,15,30132,"2020-1-16",1405,5,1,0,9,1,3,8,5,0,0,76,198,174,198,76
409,1000,13,12,30010,"2020-1-16",1405,5,1,0,9,0,4,3,4,0,1,62,172,0,200,203
410,1000,12,14,30393,"2020-1-17",1905,5,1,0,9,9,4,7,12,1,0,90,77,0,197,77
411,1000,15,13,30114,"2020-1-17",1905,5,1,0,9,2,3,4,9,1,1,101,215,165,229,132
412,1000,13,14,30066,"2020-1-19",1405,5,1,0,9,4,1,10,6,1,1,223,85,174,223,85
413,1000,12,15,30469,"2020-1-19",1905,5,1,0,9,6,2,13,9,0,1,226,126,165,226,126
414,1000,14,13,30242,"2020-1-20",1905,5,1,0,13,5,0,7,7,0,0,215,174,0,211,208
415,1000,12,15,30440,"2020-1-20",1405,5,1,0,9,0,7,3,10,0,0,227,207,0,207,227
416,1000,14,15,30221,"2020-1-21",1905,5,1,0,9,8,5,20,9,1,1,192,213,165,198,76
417,1000,12,13,30192,"2020-1-21",1305,5,1,0,9,0,2,4,8,2,0,200,203,0,203,200
418,1000,14,15,30393,"2020-1-22",1905,5,1,0,9,13,3,17,10,0,1,132,197,0,132,197
419,1000,12,13,30301,"2020-1-22",1905,5,1,0,9,10,8,13,9,0,1,45,172,62,229,77
420,1000,14,15,30001,"2020-1-23",1905,5,1,0,9,9,12,8,16,0,3,223,226,174,226,223
421,1000,13,12,30245,"2020-1-23",1905,5,1,0,9,9,4,14,10,1,0,126,85,195,126,85
422,1000,14,12,30017,"2020-1-24",1905,5,1,0,9,1,11,4,15,2,2,208,227,0,227,208
423,1000,13,15,30098,"2020-1-24",1905,5,1,0,9,6,3,12,9,1,2,192,62,165,207,211
424,1000,14,15,30442,"2020-1-26",1905,5,1,0,9,3,2,11,4,0,1,101,174,165,198,76
425,1000,12,13,30218,"2020-1-26",1905,5,1,0,9,7,0,8,6,0,1,203,200,0,203,200
426,1000,14,13,30430,"2020-1-27",1905,5,1,0,9,7,5,13,6,0,1,229,197,62,229,197
427,1000,15,12,30182,"2020-1-27",1405,5,1,0,11,5,4,8,10,1,1,195,192,0,77,132
428,1000,12,14,30401,"2020-1-28",1905,5,1,0,9,3,4,9,9,0,0,56,57,195,223,126
429,1000,13,15,30143,"2020-1-28",1905,5,1,0,9,7,3,14,9,0,1,192,62,0,226,85
430,1000,13,14,30202,"2020-1-29",1905,5,1,0,9,7,2,11,4,1,0,208,211,0,208,211
431,1000,15,12,30208,"2020-1-29",1905,5,1,0,9,8,6,12,9,0,1,46,165,0,227,207
432,1000,12,14,30465,"2020-1-30",1905,5,1,0,9,2,4,3,10,0,1,200,76,195,76,200
433,1000,13,15,30319,"2020-1-30",1905,5,1,0,9,3,11,9,15,0,0,215,198,0,198,203
434,1000,14,12,30132,"2020-1-31",1905,5,1,0,9,5,4,9,7,0,0,77,197,172,77,197
435,1000,13,15,30163,"2020-1-31",1305,5,1,0,14,6,9,10,16,0,0,45,165,0,132,229
436,1000,13,14,30176,"2020-2-2",1905,5,1,0,9,6,8,8,7,0,1,85,223,219,223,85
437,1000,12,15,30033,"2020-2-2",1505,5,1,0,9,5,0,8,3,1,0,226,126,0,226,126
438,1000,14,12,30305,"2020-2-3",1905,5,1,0,9,2,3,6,8,0,0,208,227,174,227,208
439,1000,13,15,29968,"2020-2-3",1905,5,1,0,9,1,3,6,7,1,1,211,207,62,207,211
440,1000,14,12,30445,"2020-2-4",1905,5,1,0,9,4,5,8,9,1,0,76,200,174,200,76
441,1000,15,13,30059,"2020-2-4",1905,5,1,0,11,6,5,11,8,0,0,219,165,0,203,198
442,1000,15,14,30366,"2020-2-5",1905,5,1,0,9,5,6,7,11,2,0,101,57,0,197,132
443,1000,12,13,29990,"2020-2-5",1405,5,1,0,12,5,6,13,11,2,1,195,215,0,229,77
444,1000,14,12,30174,"2020-2-6",1905,5,1,0,9,6,0,11,6,0,0,126,223,56,126,223
445,1000,15,13,30347,"2020-2-6",1905,5,1,0,9,3,4,9,7,0,1,218,219,165,85,226
446,1000,14,13,30371,"2020-2-7",1905,5,1,0,9,6,4,10,9,1,0,211,57,62,211,208
447,1000,12,15,30057,"2020-2-7",1905,5,1,0,9,4,5,9,14,0,2,46,218,195,207,227
448,1000,15,14,30198,"2020-2-9",1305,5,1,0,9,3,9,11,10,0,0,198,76,101,76,198
449,1000,13,12,30410,"2020-2-9",1905,5,1,0,9,1,5,4,6,1,0,203,200,0,200,203
450,1000,14,15,30024,"2020-2-10",1305,5,1,0,9,5,1,13,11,0,0,132,197,0,132,197
451,1000,13,12,30024,"2020-2-10",1905,5,1,0,9,6,5,6,10,1,0,77,219,195,77,229
452,1000,12,14,30462,"2020-2-11",1905,5,1,0,9,6,4,11,6,0,0,223,46,174,223,126
453,1000,13,15,30280,"2020-2-11",1905,5,1,0,9,0,9,3,9,2,0,85,226,0,226,85
454,1000,15,14,30227,"2020-2-12",1905,5,1,0,12,4,3,12,6,0,1,90,192,0,208,207
455,1000,12,13,30422,"2020-2-12",1905,5,1,0,9,9,3,11,11,0,1,211,172,45,211,227
456,1000,14,13,30006,"2020-2-13",1905,5,1,0,9,2,1,5,5,1,0,215,76,62,203,76
457,1000,15,12,30321,"2020-2-13",1905,5,1,0,9,10,0,11,8,0,0,200,198,0,200,198
458,1000,14,15,30273,"2020-2-14",1905,5,1,0,9,1,15,6,17,0,0,197,132,0,132,197
459,1000,12,13,30013,"2020-2-14",1905,5,1,0,9,9,3,15,3,0,1,229,77,215,229,77
460,1000,13,14,29989,"2020-2-16",1305,5,1,0,9,8,6,12,9,2,0,223,85,174,223,85
461,1000,12,15,30335,"2020-2-16",1405,5,1,0,9,7,4,16,8,0,1,226,126,165,226,126
462,1000,14,13,30097,"2020-2-17",1905,5,1,0,9,2,1,5,6,1,0,211,208,62,211,208
463,1000,15,12,30113,"2020-2-17",1905,5,1,0,9,2,5,5,7,0,0,207,227,165,227,207
464,1000,14,12,30112,"2020-2-18",1905,5,1,0,9,2,5,7,8,0,0,174,172,0,200,76
465,1000,15,13,29996,"2020-2-18",1905,5,1,0,9,5,4,12,10,0,0,215,101,62,203,198
466,1000,14,15,30467,"2020-2-19",1905,5,1,0,11,6,4,14,12,0,1,192,174,0,132,197
467,1000,13,12,30143,"2020-2-19",1905,5,1,0,9,3,4,4,9,1,0,45,77,62,77,229
468,1000,12,14,30503,"2020-2-20",1905,5,1,0,9,13,3,17,8,1,0,223,126,0,223,126
469,1000,15,13,30263,"2020-2-20",1905,5,1,0,9,6,5,12,9,2,0,85,226,215,85,226
470,1000,15,14,30227,"2020-2-21",1905,5,1,0,9,5,2,10,5,0,2,208,207,174,208,207
471,1000,13,12,30223,"2020-2-21",1405,5,1,0,9,2,4,9,10,1,0,219,227,62,227,211
472,1000,14,12,30074,"2020-2-23",1305,5,1,0,9,4,6,5,8,1,0,90,200,174,200,76
473,1000,15,13,30303,"2020-2-23",1505,5,1,0,9,5,3,7,10,0,1,203,198,62,203,198
474,1000,15,14,30008,"2020-2-24",1405,5,1,0,9,4,6,9,9,1,1,132,197,165,197,132
475,1000,13,12,30401,"2020-2-24",1905,5,1,0,9,3,4,7,5,0,0,229,77,62,77,229
476,1000,15,14,29994,"2020-2-25",1905,5,1,0,9,2,4,11,9,0,1,226,223,165,223,226
477,1000,13,12,30276,"2020-2-25",1305,5,1,0,9,4,12,4,12,1,0,85,126,0,126,85
478,1000,15,14,30284,"2020-2-26",1405,5,1,0,9,4,3,11,7,1,0,208,207,174,208,207
479,1000,12,13,30428,"2020-2-26",1905,5,1,0,9,1,5,6,8,0,0,56,45,0,211,227
480,1000,14,12,30332,"2020-2-27",1905,5,1,0,9,1,6,5,10,2,0,76,200,57,200,76
481,1000,13,15,30322,"2020-2-27",1905,5,1,0,9,1,2,5,4,1,0,203,198,62,198,203
482,1000,14,13,30455,"2020-2-28",1905,5,1,0,9,2,3,6,5,2,1,197,229,174,229,197
483,1000,15,12,30049,"2020-2-28",1905,5,1,0,9,8,1,11,8,0,0,77,132,0,77,132
484,1000,14,13,29978,"2020-3-1",1905,5,1,0,9,4,8,6,11,0,0,223,215,0,85,223
485,1000,15,12,30145,"2020-3-1",1905,5,1,0,9,9,5,13,10,1,1,126,192,0,126,226
486,1000,12,14,30382,"2020-3-2",1905,5,1,0,9,3,1,4,3,1,0,208,227,174,208,227
487,1000,13,15,29984,"2020-3-2",1905,5,1,0,9,3,5,6,6,0,0,211,207,62,207,211
488,1000,15,14,30430,"2020-3-3",1905,5,1,0,9,5,8,8,9,1,0,218,57,165,76,198
489,1000,12,13,30296,"2020-3-3",1905,5,1,0,9,6,8,11,9,0,0,200,203,195,203,200
490,1000,13,14,30333,"2020-3-4",1905,5,1,0,9,5,3,9,7,2,0,197,229,174,197,229
491,1000,15,12,30017,"2020-3-4",1905,5,1,0,9,3,6,10,10,0,1,132,77,165,77,132
492,1000,13,14,30388,"2020-3-5",1905,5,1,0,9,1,6,6,11,0,1,85,223,0,223,85
493,1000,15,12,29955,"2020-3-5",1905,5,1,0,9,7,3,15,8,1,2,126,226,195,126,226
494,1000,12,14,30137,"2020-3-6",1905,5,1,0,9,1,8,7,15,1,1,227,208,0,208,227
495,1000,13,15,30320,"2020-3-6",1905,5,1,0,9,4,5,8,11,1,1,45,192,62,207,211
496,1000,14,13,30314,"2020-3-8",1505,5,1,0,9,2,5,8,9,1,0,76,203,174,203,76
497,1000,15,12,30165,"2020-3-8",1505,5,1,0,9,4,8,12,12,0,1,198,200,165,200,198
498,1000,14,12,30151,"2020-3-9",1405,5,1,0,9,4,1,11,7,0,0,77,197,195,77,197
499,1000,13,15,30377,"2020-3-9",1905,5,1,0,9,2,3,6,10,0,0,62,192,0,132,229
500,1000,15,14,30169,"2020-3-10",1905,5,1,0,9,10,3,14,5,1,2,213,192,0,223,226
501,1000,13,12,30085,"2020-3-10",1905,5,1,0,9,2,6,5,9,1,0,85,126,62,126,85
502,1000,13,14,30000,"2020-3-13",2005,6,1,0,9,3,1,10,6,1,0,208,211,174,208,211
503,1000,13,14,30056,"2020-3-14",2005,6,1,0,9,8,2,11,7,1,0,223,229,0,223,229
504,1000,14,13,30385,"2020-3-16",2005,6,1,0,9,8,3,11,8,0,0,85,76,0,85,76
505,1000,14,13,30171,"2020-3-17",2005,6,1,0,9,7,3,13,9,0,0,203,197,62,203,197
506,1000,14,13,30416,"2020-3-18",2005,6,1,0,9,6,1,8,6,0,3,211,208,62,211,208
507,1000,13,14,30392,"2020-3-20",2005,6,1,0,9,0,11,6,15,0,0,229,223,0,223,229
508,101,19,18,14552,"2028-7-13",1905,0,1,0,9,6,10,11,12,2,0,573,144,580,548,573
509,101,17,16,14142,"2028-7-13",1905,0,1,0,9,6,5,9,11,0,1,545,500,533,545,544
510,101,19,18,14598,"2028-7-14",1905,0,1,0,9,6,4,10,6,0,2,577,580,0,559,493
511,101,16,18,13646,"2028-7-17",1905,0,1,0,9,2,0,5,2,0,0,538,534,575,538,534
512,101,19,17,14525,"2028-7-17",1905,0,1,0,9,6,2,8,8,0,1,549,503,0,549,503
513,101,16,18,13701,"2028-7-18",1905,0,1,0,13,1,2,8,10,1,0,498,574,0,548,570
514,101,19,17,14467,"2028-7-18",1905,0,1,0,9,9,2,11,6,0,3,544,573,486,544,573
515,101,16,18,13679,"2028-7-19",1905,0,1,0,9,1,8,8,11,0,1,529,559,0,559,529
516,101,19,17,14409,"2028-7-19",1905,0,1,0,9,8,3,15,7,1,2,556,493,0,556,493
517,101,19,17,14493,"2028-7-20",1905,0,1,0,9,7,1,13,5,0,2,486,503,0,549,503
518,101,16,17,13700,"2028-7-22",1905,0,1,0,9,5,1,10,3,0,1,544,545,505,544,545
519,101,18,19,14308,"2028-7-23",1905,0,1,0,10,11,7,13,9,1,2,552,577,0,573,538
520,101,16,17,13687,"2028-7-23",1905,0,1,0,9,10,4,13,11,0,0,556,534,0,556,534
521,101,18,19,14329,"2028-7-24",1905,0,1,0,9,6,4,13,7,0,0,493,575,552,493,548
522,101,16,17,13726,"2028-7-24",1905,0,1,0,11,4,5,15,9,2,3,542,5,0,549,570
523,101,18,19,14445,"2028-7-25",1905,0,1,0,9,2,4,7,9,1,0,480,503,574,503,559
524,101,16,17,13740,"2028-7-25",1905,0,1,0,9,6,2,10,10,1,0,584,529,0,544,529
525,101,19,16,14355,"2028-8-13",1905,0,1,0,9,8,1,10,14,2,1,545,573,0,545,573
526,101,17,18,14098,"2028-8-13",1905,0,1,0,9,5,6,11,9,0,0,584,575,505,538,556
527,101,19,16,14325,"2028-8-14",1905,0,1,0,9,3,7,7,11,3,0,493,534,0,534,493
528,101,17,18,14031,"2028-8-14",1905,0,1,0,9,0,2,3,8,0,2,544,548,500,548,544
529,101,19,16,14423,"2028-8-15",1905,0,1,0,9,6,2,11,6,1,0,529,503,0,529,503
530,101,17,18,14172,"2028-8-15",1905,0,1,0,9,7,2,12,9,1,2,559,549,577,559,549
